chromosome	start	end	K-specific NDR	center
chr18	3720064	3722064	COAD-specific NDR	3721064
chr18	4443507	4445507	COAD-specific NDR	4444507
chr18	5141995	5143995	COAD-specific NDR	5142995
chr18	5179451	5181451	COAD-specific NDR	5180451
chr18	6946770	6948770	COAD-specific NDR	6947770
chr18	8718454	8720454	COAD-specific NDR	8719454
chr18	8722292	8724292	COAD-specific NDR	8723292
chr18	8793649	8795649	COAD-specific NDR	8794649
chr18	9214392	9216392	COAD-specific NDR	9215392
chr18	9569465	9571465	COAD-specific NDR	9570465
chr18	9867382	9869382	COAD-specific NDR	9868382
chr18	10140149	10142149	COAD-specific NDR	10141149
chr18	11037151	11039151	COAD-specific NDR	11038151
chr18	11855097	11857097	COAD-specific NDR	11856097
chr18	11884480	11886480	COAD-specific NDR	11885480
chr18	11886832	11888832	COAD-specific NDR	11887832
chr18	12393207	12395207	COAD-specific NDR	12394207
chr18	12395634	12397634	COAD-specific NDR	12396634
chr18	13178772	13180772	COAD-specific NDR	13179772
chr18	13368888	13370888	COAD-specific NDR	13369888
chr18	13409598	13411598	COAD-specific NDR	13410598
chr18	13540746	13542746	COAD-specific NDR	13541746
chr18	13808239	13810239	COAD-specific NDR	13809239
chr18	14918929	14920929	COAD-specific NDR	14919929
chr18	14932808	14934808	COAD-specific NDR	14933808
chr18	14935483	14937483	COAD-specific NDR	14936483
chr18	19248951	19250951	COAD-specific NDR	19249951
chr18	19265680	19267680	COAD-specific NDR	19266680
chr18	19314729	19316729	COAD-specific NDR	19315729
chr18	19479720	19481720	COAD-specific NDR	19480720
chr18	19619746	19621746	COAD-specific NDR	19620746
chr18	19623639	19625639	COAD-specific NDR	19624639
chr18	19636145	19638145	COAD-specific NDR	19637145
chr18	19663721	19665721	COAD-specific NDR	19664721
chr18	19694554	19696554	COAD-specific NDR	19695554
chr18	19715491	19717491	COAD-specific NDR	19716491
chr18	19758307	19760307	COAD-specific NDR	19759307
chr18	19812436	19814436	COAD-specific NDR	19813436
chr18	19820948	19822948	COAD-specific NDR	19821948
chr18	19822692	19824692	COAD-specific NDR	19823692
chr18	19829831	19831831	COAD-specific NDR	19830831
chr18	19865765	19867765	COAD-specific NDR	19866765
chr18	19915001	19917001	COAD-specific NDR	19916001
chr18	20068852	20070852	COAD-specific NDR	20069852
chr18	20262516	20264516	COAD-specific NDR	20263516
chr18	20566733	20568733	COAD-specific NDR	20567733
chr18	20680911	20682911	COAD-specific NDR	20681911
chr18	20685640	20687640	COAD-specific NDR	20686640
chr18	21012532	21014532	COAD-specific NDR	21013532
chr18	21023744	21025744	COAD-specific NDR	21024744
chr18	21040103	21042103	COAD-specific NDR	21041103
chr18	21263791	21265791	COAD-specific NDR	21264791
chr18	21310087	21312087	COAD-specific NDR	21311087
chr18	21451887	21453887	COAD-specific NDR	21452887
chr18	21577935	21579935	COAD-specific NDR	21578935
chr18	21795150	21797150	COAD-specific NDR	21796150
chr18	22026242	22028242	COAD-specific NDR	22027242
chr18	22381623	22383623	COAD-specific NDR	22382623
chr18	22388757	22390757	COAD-specific NDR	22389757
chr18	22431315	22433315	COAD-specific NDR	22432315
chr18	24454457	24456457	COAD-specific NDR	24455457
chr18	28786143	28788143	COAD-specific NDR	28787143
chr18	28857861	28859861	COAD-specific NDR	28858861
chr18	28882117	28884117	COAD-specific NDR	28883117
chr18	28976310	28978310	COAD-specific NDR	28977310
chr18	28978840	28980840	COAD-specific NDR	28979840
chr18	29008807	29010807	COAD-specific NDR	29009807
chr18	29091641	29093641	COAD-specific NDR	29092641
chr18	29236895	29238895	COAD-specific NDR	29237895
chr18	29739663	29741663	COAD-specific NDR	29740663
chr18	29781138	29783138	COAD-specific NDR	29782138
chr18	29787223	29789223	COAD-specific NDR	29788223
chr18	29816211	29818211	COAD-specific NDR	29817211
chr18	29951539	29953539	COAD-specific NDR	29952539
chr18	30593298	30595298	COAD-specific NDR	30594298
chr18	30695531	30697531	COAD-specific NDR	30696531
chr18	31112093	31114093	COAD-specific NDR	31113093
chr18	31391347	31393347	COAD-specific NDR	31392347
chr18	31409387	31411387	COAD-specific NDR	31410387
chr18	32530790	32532790	COAD-specific NDR	32531790
chr18	32538363	32540363	COAD-specific NDR	32539363
chr18	33061071	33063071	COAD-specific NDR	33062071
chr18	33251108	33253108	COAD-specific NDR	33252108
chr18	33910505	33912505	COAD-specific NDR	33911505
chr18	37176101	37178101	COAD-specific NDR	37177101
chr18	37966555	37968555	COAD-specific NDR	37967555
chr18	39674919	39676919	COAD-specific NDR	39675919
chr18	42746146	42748146	COAD-specific NDR	42747146
chr18	42849458	42851458	COAD-specific NDR	42850458
chr18	43026574	43028574	COAD-specific NDR	43027574
chr18	45242352	45244352	COAD-specific NDR	45243352
chr18	46287294	46289294	COAD-specific NDR	46288294
chr18	46327410	46329410	COAD-specific NDR	46328410
chr18	46455600	46457600	COAD-specific NDR	46456600
chr18	46505431	46507431	COAD-specific NDR	46506431
chr18	46753013	46755013	COAD-specific NDR	46754013
chr18	46799016	46801016	COAD-specific NDR	46800016
chr18	47117272	47119272	COAD-specific NDR	47118272
chr18	47248029	47250029	COAD-specific NDR	47249029
chr18	47249321	47251321	COAD-specific NDR	47250321
chr18	47343528	47345528	COAD-specific NDR	47344528
chr18	47492687	47494687	COAD-specific NDR	47493687
chr18	47617801	47619801	COAD-specific NDR	47618801
chr18	47633020	47635020	COAD-specific NDR	47634020
chr18	47654029	47656029	COAD-specific NDR	47655029
chr18	47702927	47704927	COAD-specific NDR	47703927
chr18	48351641	48353641	COAD-specific NDR	48352641
chr18	49423532	49425532	COAD-specific NDR	49424532
chr18	49595723	49597723	COAD-specific NDR	49596723
chr18	51323545	51325545	COAD-specific NDR	51324545
chr18	51907613	51909613	COAD-specific NDR	51908613
chr18	52540308	52542308	COAD-specific NDR	52541308
chr18	52612616	52614616	COAD-specific NDR	52613616
chr18	52756937	52758937	COAD-specific NDR	52757937
chr18	54716987	54718987	COAD-specific NDR	54717987
chr18	54718005	54720005	COAD-specific NDR	54719005
chr18	55136328	55138328	COAD-specific NDR	55137328
chr18	55426926	55428926	COAD-specific NDR	55427926
chr18	55437597	55439597	COAD-specific NDR	55438597
chr18	55453554	55455554	COAD-specific NDR	55454554
chr18	55463587	55465587	COAD-specific NDR	55464587
chr18	55477927	55479927	COAD-specific NDR	55478927
chr18	55521171	55523171	COAD-specific NDR	55522171
chr18	55679996	55681996	COAD-specific NDR	55680996
chr18	55690540	55692540	COAD-specific NDR	55691540
chr18	55708083	55710083	COAD-specific NDR	55709083
chr18	55826954	55828954	COAD-specific NDR	55827954
chr18	55881424	55883424	COAD-specific NDR	55882424
chr18	55909392	55911392	COAD-specific NDR	55910392
chr18	55954025	55956025	COAD-specific NDR	55955025
chr18	56193289	56195289	COAD-specific NDR	56194289
chr18	56206512	56208512	COAD-specific NDR	56207512
chr18	56216301	56218301	COAD-specific NDR	56217301
chr18	57786670	57788670	COAD-specific NDR	57787670
chr18	59727278	59729278	COAD-specific NDR	59728278
chr18	59877763	59879763	COAD-specific NDR	59878763
chr18	59954180	59956180	COAD-specific NDR	59955180
chr18	59955485	59957485	COAD-specific NDR	59956485
chr18	59994385	59996385	COAD-specific NDR	59995385
chr18	60060453	60062453	COAD-specific NDR	60061453
chr18	60066277	60068277	COAD-specific NDR	60067277
chr18	60102121	60104121	COAD-specific NDR	60103121
chr18	60455306	60457306	COAD-specific NDR	60456306
chr18	60861848	60863848	COAD-specific NDR	60862848
chr18	61077195	61079195	COAD-specific NDR	61078195
chr18	61124421	61126421	COAD-specific NDR	61125421
chr18	61138836	61140836	COAD-specific NDR	61139836
chr18	61143128	61145128	COAD-specific NDR	61144128
chr18	63573032	63575032	COAD-specific NDR	63574032
chr18	67959574	67961574	COAD-specific NDR	67960574
chr18	68037757	68039757	COAD-specific NDR	68038757
chr18	68043217	68045217	COAD-specific NDR	68044217
chr18	71777403	71779403	COAD-specific NDR	71778403
chr18	72035492	72037492	COAD-specific NDR	72036492
chr18	72418170	72420170	COAD-specific NDR	72419170
chr18	72838844	72840844	COAD-specific NDR	72839844
chr18	72925942	72927942	COAD-specific NDR	72926942
chr18	72929763	72931763	COAD-specific NDR	72930763
chr18	73061646	73063646	COAD-specific NDR	73062646
chr18	73521064	73523064	COAD-specific NDR	73522064
chr18	74270507	74272507	COAD-specific NDR	74271507
chr18	77061228	77063228	COAD-specific NDR	77062228
chr18	77440966	77442966	COAD-specific NDR	77441966
chr18	77458795	77460795	COAD-specific NDR	77459795
chr18	77713531	77715531	COAD-specific NDR	77714531
chr18	77881241	77883241	COAD-specific NDR	77882241
chr19	289240	291240	COAD-specific NDR	290240
chr19	510313	512313	COAD-specific NDR	511313
chr19	737686	739686	COAD-specific NDR	738686
chr19	747406	749406	COAD-specific NDR	748406
chr19	750115	752115	COAD-specific NDR	751115
chr19	751801	753801	COAD-specific NDR	752801
chr19	754348	756348	COAD-specific NDR	755348
chr19	943330	945330	COAD-specific NDR	944330
chr19	951737	953737	COAD-specific NDR	952737
chr19	961430	963430	COAD-specific NDR	962430
chr19	1041383	1043383	COAD-specific NDR	1042383
chr19	1208037	1210037	COAD-specific NDR	1209037
chr19	1283501	1285501	COAD-specific NDR	1284501
chr19	1290150	1292150	COAD-specific NDR	1291150
chr19	1632119	1634119	COAD-specific NDR	1633119
chr19	2066712	2068712	COAD-specific NDR	2067712
chr19	2277601	2279601	COAD-specific NDR	2278601
chr19	2329881	2331881	COAD-specific NDR	2330881
chr19	2402535	2404535	COAD-specific NDR	2403535
chr19	3084156	3086156	COAD-specific NDR	3085156
chr19	3473251	3475251	COAD-specific NDR	3474251
chr19	3577114	3579114	COAD-specific NDR	3578114
chr19	3709552	3711552	COAD-specific NDR	3710552
chr19	3854479	3856479	COAD-specific NDR	3855479
chr19	3965650	3967650	COAD-specific NDR	3966650
chr19	4095194	4097194	COAD-specific NDR	4096194
chr19	4143199	4145199	COAD-specific NDR	4144199
chr19	4144913	4146913	COAD-specific NDR	4145913
chr19	4146541	4148541	COAD-specific NDR	4147541
chr19	4283616	4285616	COAD-specific NDR	4284616
chr19	4860382	4862382	COAD-specific NDR	4861382
chr19	5813613	5815613	COAD-specific NDR	5814613
chr19	5845742	5847742	COAD-specific NDR	5846742
chr19	5850483	5852483	COAD-specific NDR	5851483
chr19	5974163	5976163	COAD-specific NDR	5975163
chr19	6402047	6404047	COAD-specific NDR	6403047
chr19	6461472	6463472	COAD-specific NDR	6462472
chr19	6752468	6754468	COAD-specific NDR	6753468
chr19	6765180	6767180	COAD-specific NDR	6766180
chr19	7199047	7201047	COAD-specific NDR	7200047
chr19	7203661	7205661	COAD-specific NDR	7204661
chr19	7300788	7302788	COAD-specific NDR	7301788
chr19	7409631	7411631	COAD-specific NDR	7410631
chr19	7455217	7457217	COAD-specific NDR	7456217
chr19	7869014	7871014	COAD-specific NDR	7870014
chr19	10432013	10434013	COAD-specific NDR	10433013
chr19	10560864	10562864	COAD-specific NDR	10561864
chr19	10823159	10825159	COAD-specific NDR	10824159
chr19	10850703	10852703	COAD-specific NDR	10851703
chr19	10854721	10856721	COAD-specific NDR	10855721
chr19	10857167	10859167	COAD-specific NDR	10858167
chr19	10858828	10860828	COAD-specific NDR	10859828
chr19	10874222	10876222	COAD-specific NDR	10875222
chr19	11001644	11003644	COAD-specific NDR	11002644
chr19	11062709	11064709	COAD-specific NDR	11063709
chr19	11374259	11376259	COAD-specific NDR	11375259
chr19	11375616	11377616	COAD-specific NDR	11376616
chr19	11966867	11968867	COAD-specific NDR	11967867
chr19	12440384	12442384	COAD-specific NDR	12441384
chr19	13300998	13302998	COAD-specific NDR	13301998
chr19	13743056	13745056	COAD-specific NDR	13744056
chr19	13850777	13852777	COAD-specific NDR	13851777
chr19	13927833	13929833	COAD-specific NDR	13928833
chr19	13998230	14000230	COAD-specific NDR	13999230
chr19	14002797	14004797	COAD-specific NDR	14003797
chr19	14004549	14006549	COAD-specific NDR	14005549
chr19	14009320	14011320	COAD-specific NDR	14010320
chr19	14453739	14455739	COAD-specific NDR	14454739
chr19	14463388	14465388	COAD-specific NDR	14464388
chr19	14465922	14467922	COAD-specific NDR	14466922
chr19	14518102	14520102	COAD-specific NDR	14519102
chr19	15733069	15735069	COAD-specific NDR	15734069
chr19	15748789	15750789	COAD-specific NDR	15749789
chr19	15782790	15784790	COAD-specific NDR	15783790
chr19	15898838	15900838	COAD-specific NDR	15899838
chr19	16003426	16005426	COAD-specific NDR	16004426
chr19	16033701	16035701	COAD-specific NDR	16034701
chr19	16180519	16182519	COAD-specific NDR	16181519
chr19	16216022	16218022	COAD-specific NDR	16217022
chr19	16407538	16409538	COAD-specific NDR	16408538
chr19	16473198	16475198	COAD-specific NDR	16474198
chr19	17151481	17153481	COAD-specific NDR	17152481
chr19	17875106	17877106	COAD-specific NDR	17876106
chr19	17900210	17902210	COAD-specific NDR	17901210
chr19	17904865	17906865	COAD-specific NDR	17905865
chr19	17907449	17909449	COAD-specific NDR	17908449
chr19	18245946	18247946	COAD-specific NDR	18246946
chr19	18293502	18295502	COAD-specific NDR	18294502
chr19	19712176	19714176	COAD-specific NDR	19713176
chr19	19716078	19718078	COAD-specific NDR	19717078
chr19	20343153	20345153	COAD-specific NDR	20344153
chr19	23573208	23575208	COAD-specific NDR	23574208
chr19	23585487	23587487	COAD-specific NDR	23586487
chr19	23592135	23594135	COAD-specific NDR	23593135
chr19	23707515	23709515	COAD-specific NDR	23708515
chr19	23974767	23976767	COAD-specific NDR	23975767
chr19	24069564	24071564	COAD-specific NDR	24070564
chr19	28923789	28925789	COAD-specific NDR	28924789
chr19	32812607	32814607	COAD-specific NDR	32813607
chr19	32877845	32879845	COAD-specific NDR	32878845
chr19	33366986	33368986	COAD-specific NDR	33367986
chr19	33392549	33394549	COAD-specific NDR	33393549
chr19	33467355	33469355	COAD-specific NDR	33468355
chr19	33522499	33524499	COAD-specific NDR	33523499
chr19	33531291	33533291	COAD-specific NDR	33532291
chr19	33537439	33539439	COAD-specific NDR	33538439
chr19	33561984	33563984	COAD-specific NDR	33562984
chr19	33586148	33588148	COAD-specific NDR	33587148
chr19	33591237	33593237	COAD-specific NDR	33592237
chr19	33795349	33797349	COAD-specific NDR	33796349
chr19	33806665	33808665	COAD-specific NDR	33807665
chr19	33856269	33858269	COAD-specific NDR	33857269
chr19	33867023	33869023	COAD-specific NDR	33868023
chr19	34294372	34296372	COAD-specific NDR	34295372
chr19	34789229	34791229	COAD-specific NDR	34790229
chr19	34803218	34805218	COAD-specific NDR	34804218
chr19	35163636	35165636	COAD-specific NDR	35164636
chr19	35496489	35498489	COAD-specific NDR	35497489
chr19	35606186	35608186	COAD-specific NDR	35607186
chr19	35620912	35622912	COAD-specific NDR	35621912
chr19	36659332	36661332	COAD-specific NDR	36660332
chr19	38383701	38385701	COAD-specific NDR	38384701
chr19	38431244	38433244	COAD-specific NDR	38432244
chr19	38433296	38435296	COAD-specific NDR	38434296
chr19	38471884	38473884	COAD-specific NDR	38472884
chr19	38763364	38765364	COAD-specific NDR	38764364
chr19	39126815	39128815	COAD-specific NDR	39127815
chr19	39160785	39162785	COAD-specific NDR	39161785
chr19	39302809	39304809	COAD-specific NDR	39303809
chr19	39305159	39307159	COAD-specific NDR	39306159
chr19	39309019	39311019	COAD-specific NDR	39310019
chr19	40419067	40421067	COAD-specific NDR	40420067
chr19	40439961	40441961	COAD-specific NDR	40440961
chr19	40441079	40443079	COAD-specific NDR	40442079
chr19	40449065	40451065	COAD-specific NDR	40450065
chr19	41485421	41487421	COAD-specific NDR	41486421
chr19	41495981	41497981	COAD-specific NDR	41496981
chr19	41508732	41510732	COAD-specific NDR	41509732
chr19	41664198	41666198	COAD-specific NDR	41665198
chr19	41672179	41674179	COAD-specific NDR	41673179
chr19	41677626	41679626	COAD-specific NDR	41678626
chr19	41679378	41681378	COAD-specific NDR	41680378
chr19	41921300	41923300	COAD-specific NDR	41922300
chr19	41926479	41928479	COAD-specific NDR	41927479
chr19	42152927	42154927	COAD-specific NDR	42153927
chr19	42171423	42173423	COAD-specific NDR	42172423
chr19	42174698	42176698	COAD-specific NDR	42175698
chr19	42185610	42187610	COAD-specific NDR	42186610
chr19	42201885	42203885	COAD-specific NDR	42202885
chr19	42209962	42211962	COAD-specific NDR	42210962
chr19	42211516	42213516	COAD-specific NDR	42212516
chr19	42230881	42232881	COAD-specific NDR	42231881
chr19	42233111	42235111	COAD-specific NDR	42234111
chr19	42234885	42236885	COAD-specific NDR	42235885
chr19	42237675	42239675	COAD-specific NDR	42238675
chr19	42243997	42245997	COAD-specific NDR	42244997
chr19	42247864	42249864	COAD-specific NDR	42248864
chr19	42249739	42251739	COAD-specific NDR	42250739
chr19	42258410	42260410	COAD-specific NDR	42259410
chr19	42277584	42279584	COAD-specific NDR	42278584
chr19	42407729	42409729	COAD-specific NDR	42408729
chr19	42695259	42697259	COAD-specific NDR	42696259
chr19	42959152	42961152	COAD-specific NDR	42960152
chr19	42970706	42972706	COAD-specific NDR	42971706
chr19	42971754	42973754	COAD-specific NDR	42972754
chr19	43001234	43003234	COAD-specific NDR	43002234
chr19	43077025	43079025	COAD-specific NDR	43078025
chr19	43080370	43082370	COAD-specific NDR	43081370
chr19	43930429	43932429	COAD-specific NDR	43931429
chr19	44178716	44180716	COAD-specific NDR	44179716
chr19	44182838	44184838	COAD-specific NDR	44183838
chr19	44242744	44244744	COAD-specific NDR	44243744
chr19	44271704	44273704	COAD-specific NDR	44272704
chr19	44303082	44305082	COAD-specific NDR	44304082
chr19	45099398	45101398	COAD-specific NDR	45100398
chr19	45101374	45103374	COAD-specific NDR	45102374
chr19	45104592	45106592	COAD-specific NDR	45105592
chr19	45139164	45141164	COAD-specific NDR	45140164
chr19	45197268	45199268	COAD-specific NDR	45198268
chr19	45227619	45229619	COAD-specific NDR	45228619
chr19	45267465	45269465	COAD-specific NDR	45268465
chr19	45278798	45280798	COAD-specific NDR	45279798
chr19	45508916	45510916	COAD-specific NDR	45509916
chr19	45510991	45512991	COAD-specific NDR	45511991
chr19	46016952	46018952	COAD-specific NDR	46017952
chr19	46116690	46118690	COAD-specific NDR	46117690
chr19	46223059	46225059	COAD-specific NDR	46224059
chr19	46369164	46371164	COAD-specific NDR	46370164
chr19	46647213	46649213	COAD-specific NDR	46648213
chr19	46806370	46808370	COAD-specific NDR	46807370
chr19	47105659	47107659	COAD-specific NDR	47106659
chr19	47267228	47269228	COAD-specific NDR	47268228
chr19	47323310	47325310	COAD-specific NDR	47324310
chr19	47356653	47358653	COAD-specific NDR	47357653
chr19	47453687	47455687	COAD-specific NDR	47454687
chr19	47591862	47593862	COAD-specific NDR	47592862
chr19	47598653	47600653	COAD-specific NDR	47599653
chr19	47690262	47692262	COAD-specific NDR	47691262
chr19	47718042	47720042	COAD-specific NDR	47719042
chr19	48066542	48068542	COAD-specific NDR	48067542
chr19	48150835	48152835	COAD-specific NDR	48151835
chr19	48161286	48163286	COAD-specific NDR	48162286
chr19	48162863	48164863	COAD-specific NDR	48163863
chr19	48278916	48280916	COAD-specific NDR	48279916
chr19	48819621	48821621	COAD-specific NDR	48820621
chr19	48871336	48873336	COAD-specific NDR	48872336
chr19	48881553	48883553	COAD-specific NDR	48882553
chr19	49033148	49035148	COAD-specific NDR	49034148
chr19	49054348	49056348	COAD-specific NDR	49055348
chr19	49060702	49062702	COAD-specific NDR	49061702
chr19	49104779	49106779	COAD-specific NDR	49105779
chr19	49117367	49119367	COAD-specific NDR	49118367
chr19	49129751	49131751	COAD-specific NDR	49130751
chr19	49132330	49134330	COAD-specific NDR	49133330
chr19	49196884	49198884	COAD-specific NDR	49197884
chr19	49198233	49200233	COAD-specific NDR	49199233
chr19	49627769	49629769	COAD-specific NDR	49628769
chr19	49654194	49656194	COAD-specific NDR	49655194
chr19	49672925	49674925	COAD-specific NDR	49673925
chr19	49744245	49746245	COAD-specific NDR	49745245
chr19	50055985	50057985	COAD-specific NDR	50056985
chr19	50063826	50065826	COAD-specific NDR	50064826
chr19	50066981	50068981	COAD-specific NDR	50067981
chr19	50070658	50072658	COAD-specific NDR	50071658
chr19	50675533	50677533	COAD-specific NDR	50676533
chr19	50690368	50692368	COAD-specific NDR	50691368
chr19	50693051	50695051	COAD-specific NDR	50694051
chr19	50717675	50719675	COAD-specific NDR	50718675
chr19	51323345	51325345	COAD-specific NDR	51324345
chr19	51326127	51328127	COAD-specific NDR	51327127
chr19	51339772	51341772	COAD-specific NDR	51340772
chr19	51361329	51363329	COAD-specific NDR	51362329
chr19	51478248	51480248	COAD-specific NDR	51479248
chr19	53438522	53440522	COAD-specific NDR	53439522
chr19	53447626	53449626	COAD-specific NDR	53448626
chr19	54366871	54368871	COAD-specific NDR	54367871
chr19	54955116	54957116	COAD-specific NDR	54956116
chr19	54978104	54980104	COAD-specific NDR	54979104
chr19	55581713	55583713	COAD-specific NDR	55582713
chr19	55833096	55835096	COAD-specific NDR	55834096
chr19	55844491	55846491	COAD-specific NDR	55845491
chr19	56194495	56196495	COAD-specific NDR	56195495
chr19	56199051	56201051	COAD-specific NDR	56200051
chr19	56616944	56618944	COAD-specific NDR	56617944
chr19	58785504	58787504	COAD-specific NDR	58786504
chr2	18706	20706	COAD-specific NDR	19706
chr2	35113	37113	COAD-specific NDR	36113
chr2	161923	163923	COAD-specific NDR	162923
chr2	3483586	3485586	COAD-specific NDR	3484586
chr2	3508779	3510779	COAD-specific NDR	3509779
chr2	6511717	6513717	COAD-specific NDR	6512717
chr2	8073005	8075005	COAD-specific NDR	8074005
chr2	8078889	8080889	COAD-specific NDR	8079889
chr2	8273919	8275919	COAD-specific NDR	8274919
chr2	8280676	8282676	COAD-specific NDR	8281676
chr2	8452262	8454262	COAD-specific NDR	8453262
chr2	8551519	8553519	COAD-specific NDR	8552519
chr2	8592231	8594231	COAD-specific NDR	8593231
chr2	8596405	8598405	COAD-specific NDR	8597405
chr2	8616189	8618189	COAD-specific NDR	8617189
chr2	8632651	8634651	COAD-specific NDR	8633651
chr2	8711238	8713238	COAD-specific NDR	8712238
chr2	8748788	8750788	COAD-specific NDR	8749788
chr2	8767058	8769058	COAD-specific NDR	8768058
chr2	8848884	8850884	COAD-specific NDR	8849884
chr2	9105340	9107340	COAD-specific NDR	9106340
chr2	9210350	9212350	COAD-specific NDR	9211350
chr2	9276308	9278308	COAD-specific NDR	9277308
chr2	9310077	9312077	COAD-specific NDR	9311077
chr2	9327181	9329181	COAD-specific NDR	9328181
chr2	9349225	9351225	COAD-specific NDR	9350225
chr2	9351604	9353604	COAD-specific NDR	9352604
chr2	9474627	9476627	COAD-specific NDR	9475627
chr2	9887874	9889874	COAD-specific NDR	9888874
chr2	9969615	9971615	COAD-specific NDR	9970615
chr2	10340630	10342630	COAD-specific NDR	10341630
chr2	10368066	10370066	COAD-specific NDR	10369066
chr2	10399427	10401427	COAD-specific NDR	10400427
chr2	10406930	10408930	COAD-specific NDR	10407930
chr2	10556883	10558883	COAD-specific NDR	10557883
chr2	10589300	10591300	COAD-specific NDR	10590300
chr2	10625888	10627888	COAD-specific NDR	10626888
chr2	10630068	10632068	COAD-specific NDR	10631068
chr2	10741476	10743476	COAD-specific NDR	10742476
chr2	10749858	10751858	COAD-specific NDR	10750858
chr2	10891653	10893653	COAD-specific NDR	10892653
chr2	10896548	10898548	COAD-specific NDR	10897548
chr2	10898320	10900320	COAD-specific NDR	10899320
chr2	10904696	10906696	COAD-specific NDR	10905696
chr2	10928204	10930204	COAD-specific NDR	10929204
chr2	11016302	11018302	COAD-specific NDR	11017302
chr2	11493660	11495660	COAD-specific NDR	11494660
chr2	11524513	11526513	COAD-specific NDR	11525513
chr2	11527925	11529925	COAD-specific NDR	11528925
chr2	11538045	11540045	COAD-specific NDR	11539045
chr2	11545258	11547258	COAD-specific NDR	11546258
chr2	11892731	11894731	COAD-specific NDR	11893731
chr2	13697691	13699691	COAD-specific NDR	13698691
chr2	14562463	14564463	COAD-specific NDR	14563463
chr2	14563796	14565796	COAD-specific NDR	14564796
chr2	14694145	14696145	COAD-specific NDR	14695145
chr2	14697264	14699264	COAD-specific NDR	14698264
chr2	14708592	14710592	COAD-specific NDR	14709592
chr2	14762498	14764498	COAD-specific NDR	14763498
chr2	14768232	14770232	COAD-specific NDR	14769232
chr2	14776249	14778249	COAD-specific NDR	14777249
chr2	16242436	16244436	COAD-specific NDR	16243436
chr2	16382749	16384749	COAD-specific NDR	16383749
chr2	17738067	17740067	COAD-specific NDR	17739067
chr2	17760014	17762014	COAD-specific NDR	17761014
chr2	17829469	17831469	COAD-specific NDR	17830469
chr2	20226208	20228208	COAD-specific NDR	20227208
chr2	20307985	20309985	COAD-specific NDR	20308985
chr2	20314883	20316883	COAD-specific NDR	20315883
chr2	20328674	20330674	COAD-specific NDR	20329674
chr2	20355996	20357996	COAD-specific NDR	20356996
chr2	20378666	20380666	COAD-specific NDR	20379666
chr2	20394964	20396964	COAD-specific NDR	20395964
chr2	20396942	20398942	COAD-specific NDR	20397942
chr2	20430576	20432576	COAD-specific NDR	20431576
chr2	20434973	20436973	COAD-specific NDR	20435973
chr2	20583934	20585934	COAD-specific NDR	20584934
chr2	20875231	20877231	COAD-specific NDR	20876231
chr2	21499500	21501500	COAD-specific NDR	21500500
chr2	23309985	23311985	COAD-specific NDR	23310985
chr2	23349480	23351480	COAD-specific NDR	23350480
chr2	23430421	23432421	COAD-specific NDR	23431421
chr2	24011137	24013137	COAD-specific NDR	24012137
chr2	25130520	25132520	COAD-specific NDR	25131520
chr2	25134569	25136569	COAD-specific NDR	25135569
chr2	25181874	25183874	COAD-specific NDR	25182874
chr2	25240783	25242783	COAD-specific NDR	25241783
chr2	26248798	26250798	COAD-specific NDR	26249798
chr2	26366105	26368105	COAD-specific NDR	26367105
chr2	27190153	27192153	COAD-specific NDR	27191153
chr2	27243561	27245561	COAD-specific NDR	27244561
chr2	27375137	27377137	COAD-specific NDR	27376137
chr2	27399746	27401746	COAD-specific NDR	27400746
chr2	27668177	27670177	COAD-specific NDR	27669177
chr2	28151827	28153827	COAD-specific NDR	28152827
chr2	28290197	28292197	COAD-specific NDR	28291197
chr2	28424761	28426761	COAD-specific NDR	28425761
chr2	28431374	28433374	COAD-specific NDR	28432374
chr2	28491247	28493247	COAD-specific NDR	28492247
chr2	28588766	28590766	COAD-specific NDR	28589766
chr2	28589845	28591845	COAD-specific NDR	28590845
chr2	28599988	28601988	COAD-specific NDR	28600988
chr2	28603455	28605455	COAD-specific NDR	28604455
chr2	28658704	28660704	COAD-specific NDR	28659704
chr2	28714363	28716363	COAD-specific NDR	28715363
chr2	28845654	28847654	COAD-specific NDR	28846654
chr2	28876986	28878986	COAD-specific NDR	28877986
chr2	30439925	30441925	COAD-specific NDR	30440925
chr2	30496773	30498773	COAD-specific NDR	30497773
chr2	30884704	30886704	COAD-specific NDR	30885704
chr2	30969259	30971259	COAD-specific NDR	30970259
chr2	31004237	31006237	COAD-specific NDR	31005237
chr2	31012922	31014922	COAD-specific NDR	31013922
chr2	31636620	31638620	COAD-specific NDR	31637620
chr2	32472487	32474487	COAD-specific NDR	32473487
chr2	32513394	32515394	COAD-specific NDR	32514394
chr2	32553407	32555407	COAD-specific NDR	32554407
chr2	32563560	32565560	COAD-specific NDR	32564560
chr2	33029425	33031425	COAD-specific NDR	33030425
chr2	33167139	33169139	COAD-specific NDR	33168139
chr2	33201479	33203479	COAD-specific NDR	33202479
chr2	33207444	33209444	COAD-specific NDR	33208444
chr2	33239763	33241763	COAD-specific NDR	33240763
chr2	33247573	33249573	COAD-specific NDR	33248573
chr2	33528999	33530999	COAD-specific NDR	33529999
chr2	35876194	35878194	COAD-specific NDR	35877194
chr2	36170715	36172715	COAD-specific NDR	36171715
chr2	36285982	36287982	COAD-specific NDR	36286982
