chromosome	start	end	K-specific NDR	center
chr12	19461807	19463807	LUSC-specific NDR	19462807
chr12	19549670	19551670	LUSC-specific NDR	19550670
chr12	19553132	19555132	LUSC-specific NDR	19554132
chr12	19584113	19586113	LUSC-specific NDR	19585113
chr12	19637300	19639300	LUSC-specific NDR	19638300
chr12	19658585	19660585	LUSC-specific NDR	19659585
chr12	19821923	19823923	LUSC-specific NDR	19822923
chr12	20202090	20204090	LUSC-specific NDR	20203090
chr12	20974444	20976444	LUSC-specific NDR	20975444
chr12	21037659	21039659	LUSC-specific NDR	21038659
chr12	21225706	21227706	LUSC-specific NDR	21226706
chr12	21531293	21533293	LUSC-specific NDR	21532293
chr12	21547433	21549433	LUSC-specific NDR	21548433
chr12	21634329	21636329	LUSC-specific NDR	21635329
chr12	21670707	21672707	LUSC-specific NDR	21671707
chr12	21970742	21972742	LUSC-specific NDR	21971742
chr12	21971890	21973890	LUSC-specific NDR	21972890
chr12	22137294	22139294	LUSC-specific NDR	22138294
chr12	22282876	22284876	LUSC-specific NDR	22283876
chr12	22288955	22290955	LUSC-specific NDR	22289955
chr12	22562735	22564735	LUSC-specific NDR	22563735
chr12	22685251	22687251	LUSC-specific NDR	22686251
chr12	22729810	22731810	LUSC-specific NDR	22730810
chr12	22808982	22810982	LUSC-specific NDR	22809982
chr12	22892956	22894956	LUSC-specific NDR	22893956
chr12	23005900	23007900	LUSC-specific NDR	23006900
chr12	23624722	23626722	LUSC-specific NDR	23625722
chr12	24047887	24049887	LUSC-specific NDR	24048887
chr12	24630386	24632386	LUSC-specific NDR	24631386
chr12	24640132	24642132	LUSC-specific NDR	24641132
chr12	24652620	24654620	LUSC-specific NDR	24653620
chr12	24743203	24745203	LUSC-specific NDR	24744203
chr12	24907044	24909044	LUSC-specific NDR	24908044
chr12	25206231	25208231	LUSC-specific NDR	25207231
chr12	25222925	25224925	LUSC-specific NDR	25223925
chr12	25525089	25527089	LUSC-specific NDR	25526089
chr12	25526413	25528413	LUSC-specific NDR	25527413
chr12	25641097	25643097	LUSC-specific NDR	25642097
chr12	26648211	26650211	LUSC-specific NDR	26649211
chr12	26948657	26950657	LUSC-specific NDR	26949657
chr12	27170248	27172248	LUSC-specific NDR	27171248
chr12	27204278	27206278	LUSC-specific NDR	27205278
chr12	27229672	27231672	LUSC-specific NDR	27230672
chr12	27495769	27497769	LUSC-specific NDR	27496769
chr12	27614555	27616555	LUSC-specific NDR	27615555
chr12	27716510	27718510	LUSC-specific NDR	27717510
chr12	27741551	27743551	LUSC-specific NDR	27742551
chr12	28051434	28053434	LUSC-specific NDR	28052434
chr12	28133955	28135955	LUSC-specific NDR	28134955
chr12	28141207	28143207	LUSC-specific NDR	28142207
chr12	28151744	28153744	LUSC-specific NDR	28152744
chr12	28169622	28171622	LUSC-specific NDR	28170622
chr12	28184839	28186839	LUSC-specific NDR	28185839
chr12	28210042	28212042	LUSC-specific NDR	28211042
chr12	28218122	28220122	LUSC-specific NDR	28219122
chr12	28279702	28281702	LUSC-specific NDR	28280702
chr12	28296146	28298146	LUSC-specific NDR	28297146
chr12	28650083	28652083	LUSC-specific NDR	28651083
chr12	28692500	28694500	LUSC-specific NDR	28693500
chr12	28774553	28776553	LUSC-specific NDR	28775553
chr12	28911514	28913514	LUSC-specific NDR	28912514
chr12	28912656	28914656	LUSC-specific NDR	28913656
chr12	30162468	30164468	LUSC-specific NDR	30163468
chr12	30263036	30265036	LUSC-specific NDR	30264036
chr12	30349737	30351737	LUSC-specific NDR	30350737
chr12	30359708	30361708	LUSC-specific NDR	30360708
chr12	30371224	30373224	LUSC-specific NDR	30372224
chr12	30381717	30383717	LUSC-specific NDR	30382717
chr12	30687910	30689910	LUSC-specific NDR	30688910
chr12	30698121	30700121	LUSC-specific NDR	30699121
chr12	30751790	30753790	LUSC-specific NDR	30752790
chr12	30858484	30860484	LUSC-specific NDR	30859484
chr12	31008387	31010387	LUSC-specific NDR	31009387
chr12	31029578	31031578	LUSC-specific NDR	31030578
chr12	31152789	31154789	LUSC-specific NDR	31153789
chr12	31219801	31221801	LUSC-specific NDR	31220801
chr12	31398550	31400550	LUSC-specific NDR	31399550
chr12	31412712	31414712	LUSC-specific NDR	31413712
chr12	31512770	31514770	LUSC-specific NDR	31513770
chr12	31588714	31590714	LUSC-specific NDR	31589714
chr12	32308249	32310249	LUSC-specific NDR	32309249
chr12	32606982	32608982	LUSC-specific NDR	32607982
chr12	32871052	32873052	LUSC-specific NDR	32872052
chr12	32952600	32954600	LUSC-specific NDR	32953600
chr12	33053545	33055545	LUSC-specific NDR	33054545
chr12	33108613	33110613	LUSC-specific NDR	33109613
chr12	33280693	33282693	LUSC-specific NDR	33281693
chr12	33376094	33378094	LUSC-specific NDR	33377094
chr12	33484288	33486288	LUSC-specific NDR	33485288
chr12	33734290	33736290	LUSC-specific NDR	33735290
chr12	38785547	38787547	LUSC-specific NDR	38786547
chr12	38901198	38903198	LUSC-specific NDR	38902198
chr12	38920660	38922660	LUSC-specific NDR	38921660
chr12	39154689	39156689	LUSC-specific NDR	39155689
chr12	39414491	39416491	LUSC-specific NDR	39415491
chr12	39736674	39738674	LUSC-specific NDR	39737674
chr12	39749992	39751992	LUSC-specific NDR	39750992
chr12	39757151	39759151	LUSC-specific NDR	39758151
chr12	39946465	39948465	LUSC-specific NDR	39947465
chr12	40092364	40094364	LUSC-specific NDR	40093364
chr12	40600487	40602487	LUSC-specific NDR	40601487
chr12	40647713	40649713	LUSC-specific NDR	40648713
chr12	41469113	41471113	LUSC-specific NDR	41470113
chr12	41479808	41481808	LUSC-specific NDR	41480808
chr12	41535419	41537419	LUSC-specific NDR	41536419
chr12	42035789	42037789	LUSC-specific NDR	42036789
chr12	42141662	42143662	LUSC-specific NDR	42142662
chr12	42441963	42443963	LUSC-specific NDR	42442963
chr12	43137812	43139812	LUSC-specific NDR	43138812
chr12	44204995	44206995	LUSC-specific NDR	44205995
chr12	44278027	44280027	LUSC-specific NDR	44279027
chr12	44412059	44414059	LUSC-specific NDR	44413059
chr12	44537383	44539383	LUSC-specific NDR	44538383
chr12	45168855	45170855	LUSC-specific NDR	45169855
chr12	45228945	45230945	LUSC-specific NDR	45229945
chr12	45344227	45346227	LUSC-specific NDR	45345227
chr12	45731986	45733986	LUSC-specific NDR	45732986
chr12	45970870	45972870	LUSC-specific NDR	45971870
chr12	46161131	46163131	LUSC-specific NDR	46162131
chr12	46503887	46505887	LUSC-specific NDR	46504887
chr12	46557161	46559161	LUSC-specific NDR	46558161
chr12	46712985	46714985	LUSC-specific NDR	46713985
chr12	47053290	47055290	LUSC-specific NDR	47054290
chr12	47069789	47071789	LUSC-specific NDR	47070789
chr12	47071372	47073372	LUSC-specific NDR	47072372
chr12	47095828	47097828	LUSC-specific NDR	47096828
chr12	47314409	47316409	LUSC-specific NDR	47315409
chr12	47810160	47812160	LUSC-specific NDR	47811160
chr12	48174912	48176912	LUSC-specific NDR	48175912
chr12	48256488	48258488	LUSC-specific NDR	48257488
chr12	48584050	48586050	LUSC-specific NDR	48585050
chr12	48718482	48720482	LUSC-specific NDR	48719482
chr12	48879253	48881253	LUSC-specific NDR	48880253
chr12	48882045	48884045	LUSC-specific NDR	48883045
chr12	49064416	49066416	LUSC-specific NDR	49065416
chr12	49638517	49640517	LUSC-specific NDR	49639517
chr12	49702400	49704400	LUSC-specific NDR	49703400
chr12	50012258	50014258	LUSC-specific NDR	50013258
chr12	50658740	50660740	LUSC-specific NDR	50659740
chr12	50703457	50705457	LUSC-specific NDR	50704457
chr12	50742114	50744114	LUSC-specific NDR	50743114
chr12	50935344	50937344	LUSC-specific NDR	50936344
chr12	51013539	51015539	LUSC-specific NDR	51014539
chr12	51035778	51037778	LUSC-specific NDR	51036778
chr12	51179839	51181839	LUSC-specific NDR	51180839
chr12	51520291	51522291	LUSC-specific NDR	51521291
chr12	52331751	52333751	LUSC-specific NDR	52332751
chr12	52334503	52336503	LUSC-specific NDR	52335503
chr12	52845030	52847030	LUSC-specific NDR	52846030
chr12	52886162	52888162	LUSC-specific NDR	52887162
chr12	52906675	52908675	LUSC-specific NDR	52907675
chr12	52913271	52915271	LUSC-specific NDR	52914271
chr12	52973129	52975129	LUSC-specific NDR	52974129
chr12	52975955	52977955	LUSC-specific NDR	52976955
chr12	52988951	52990951	LUSC-specific NDR	52989951
chr12	53077414	53079414	LUSC-specific NDR	53078414
chr12	53080079	53082079	LUSC-specific NDR	53081079
chr12	53091958	53093958	LUSC-specific NDR	53092958
chr12	53260614	53262614	LUSC-specific NDR	53261614
chr12	55168413	55170413	LUSC-specific NDR	55169413
chr12	55479682	55481682	LUSC-specific NDR	55480682
chr12	55494573	55496573	LUSC-specific NDR	55495573
chr12	55559926	55561926	LUSC-specific NDR	55560926
chr12	55603733	55605733	LUSC-specific NDR	55604733
chr12	55891226	55893226	LUSC-specific NDR	55892226
chr12	56503545	56505545	LUSC-specific NDR	56504545
chr12	57115155	57117155	LUSC-specific NDR	57116155
chr12	57290973	57292973	LUSC-specific NDR	57291973
chr12	57489196	57491196	LUSC-specific NDR	57490196
chr12	57560093	57562093	LUSC-specific NDR	57561093
chr12	58462590	58464590	LUSC-specific NDR	58463590
chr12	58535780	58537780	LUSC-specific NDR	58536780
chr12	59067342	59069342	LUSC-specific NDR	59068342
chr12	59138705	59140705	LUSC-specific NDR	59139705
chr12	59277909	59279909	LUSC-specific NDR	59278909
chr12	59289283	59291283	LUSC-specific NDR	59290283
chr12	59343230	59345230	LUSC-specific NDR	59344230
chr12	59434191	59436191	LUSC-specific NDR	59435191
chr12	59440027	59442027	LUSC-specific NDR	59441027
chr12	59470478	59472478	LUSC-specific NDR	59471478
chr12	59490869	59492869	LUSC-specific NDR	59491869
chr12	60144401	60146401	LUSC-specific NDR	60145401
chr12	60545717	60547717	LUSC-specific NDR	60546717
chr12	60738418	60740418	LUSC-specific NDR	60739418
chr12	61018640	61020640	LUSC-specific NDR	61019640
chr12	61314110	61316110	LUSC-specific NDR	61315110
chr12	63292467	63294467	LUSC-specific NDR	63293467
chr12	63712314	63714314	LUSC-specific NDR	63713314
chr12	64563044	64565044	LUSC-specific NDR	64564044
chr12	64596870	64598870	LUSC-specific NDR	64597870
chr12	64725903	64727903	LUSC-specific NDR	64726903
chr12	64728946	64730946	LUSC-specific NDR	64729946
chr12	64781918	64783918	LUSC-specific NDR	64782918
chr12	65233068	65235068	LUSC-specific NDR	65234068
chr12	65410276	65412276	LUSC-specific NDR	65411276
chr12	66063783	66065783	LUSC-specific NDR	66064783
chr12	66239094	66241094	LUSC-specific NDR	66240094
chr12	66342937	66344937	LUSC-specific NDR	66343937
chr12	66348420	66350420	LUSC-specific NDR	66349420
chr12	66531090	66533090	LUSC-specific NDR	66532090
chr12	66722938	66724938	LUSC-specific NDR	66723938
chr12	66907542	66909542	LUSC-specific NDR	66908542
chr12	66971561	66973561	LUSC-specific NDR	66972561
chr12	67309169	67311169	LUSC-specific NDR	67310169
chr12	67338206	67340206	LUSC-specific NDR	67339206
chr12	67470549	67472549	LUSC-specific NDR	67471549
chr12	67475229	67477229	LUSC-specific NDR	67476229
chr12	67912773	67914773	LUSC-specific NDR	67913773
chr12	68204424	68206424	LUSC-specific NDR	68205424
chr12	68242110	68244110	LUSC-specific NDR	68243110
chr12	68312448	68314448	LUSC-specific NDR	68313448
chr12	68670737	68672737	LUSC-specific NDR	68671737
chr12	68872631	68874631	LUSC-specific NDR	68873631
chr12	68952159	68954159	LUSC-specific NDR	68953159
chr12	69024338	69026338	LUSC-specific NDR	69025338
chr12	69189368	69191368	LUSC-specific NDR	69190368
chr12	69659121	69661121	LUSC-specific NDR	69660121
chr12	70171767	70173767	LUSC-specific NDR	70172767
chr12	70176335	70178335	LUSC-specific NDR	70177335
chr12	70365146	70367146	LUSC-specific NDR	70366146
chr12	70366947	70368947	LUSC-specific NDR	70367947
chr12	70406377	70408377	LUSC-specific NDR	70407377
chr12	70424027	70426027	LUSC-specific NDR	70425027
chr12	71484003	71486003	LUSC-specific NDR	71485003
chr12	71652086	71654086	LUSC-specific NDR	71653086
chr12	71974241	71976241	LUSC-specific NDR	71975241
chr12	71980273	71982273	LUSC-specific NDR	71981273
chr12	72112999	72114999	LUSC-specific NDR	72113999
chr12	72582257	72584257	LUSC-specific NDR	72583257
chr12	75290324	75292324	LUSC-specific NDR	75291324
chr12	75570958	75572958	LUSC-specific NDR	75571958
chr12	75589832	75591832	LUSC-specific NDR	75590832
chr12	76025404	76027404	LUSC-specific NDR	76026404
chr12	76077779	76079779	LUSC-specific NDR	76078779
chr12	76083495	76085495	LUSC-specific NDR	76084495
chr12	76776834	76778834	LUSC-specific NDR	76777834
chr12	77345964	77347964	LUSC-specific NDR	77346964
chr12	77355088	77357088	LUSC-specific NDR	77356088
chr12	77358189	77360189	LUSC-specific NDR	77359189
chr12	78723678	78725678	LUSC-specific NDR	78724678
chr12	79437972	79439972	LUSC-specific NDR	79438972
chr12	79834452	79836452	LUSC-specific NDR	79835452
chr12	79956320	79958320	LUSC-specific NDR	79957320
chr12	80087320	80089320	LUSC-specific NDR	80088320
chr12	80473123	80475123	LUSC-specific NDR	80474123
chr12	80493982	80495982	LUSC-specific NDR	80494982
chr12	80661902	80663902	LUSC-specific NDR	80662902
chr12	80714607	80716607	LUSC-specific NDR	80715607
chr12	80960356	80962356	LUSC-specific NDR	80961356
chr12	81306176	81308176	LUSC-specific NDR	81307176
chr12	84404225	84406225	LUSC-specific NDR	84405225
chr12	84543156	84545156	LUSC-specific NDR	84544156
chr12	85249095	85251095	LUSC-specific NDR	85250095
chr12	85362179	85364179	LUSC-specific NDR	85363179
chr12	85485803	85487803	LUSC-specific NDR	85486803
chr12	85710744	85712744	LUSC-specific NDR	85711744
chr12	85854088	85856088	LUSC-specific NDR	85855088
chr12	85858123	85860123	LUSC-specific NDR	85859123
chr12	86037676	86039676	LUSC-specific NDR	86038676
chr12	86039129	86041129	LUSC-specific NDR	86040129
chr12	86177290	86179290	LUSC-specific NDR	86178290
chr12	86497047	86499047	LUSC-specific NDR	86498047
chr12	88324729	88326729	LUSC-specific NDR	88325729
chr12	88359928	88361928	LUSC-specific NDR	88360928
chr12	88691623	88693623	LUSC-specific NDR	88692623
chr12	88727285	88729285	LUSC-specific NDR	88728285
chr12	88859679	88861679	LUSC-specific NDR	88860679
chr12	88913029	88915029	LUSC-specific NDR	88914029
chr12	89240244	89242244	LUSC-specific NDR	89241244
chr12	89337251	89339251	LUSC-specific NDR	89338251
chr12	89704700	89706700	LUSC-specific NDR	89705700
chr12	90029371	90031371	LUSC-specific NDR	90030371
chr12	90785994	90787994	LUSC-specific NDR	90786994
chr12	90925004	90927004	LUSC-specific NDR	90926004
chr12	90967631	90969631	LUSC-specific NDR	90968631
chr12	91200349	91202349	LUSC-specific NDR	91201349
chr12	91209757	91211757	LUSC-specific NDR	91210757
chr12	91218991	91220991	LUSC-specific NDR	91219991
chr12	91235377	91237377	LUSC-specific NDR	91236377
chr12	91261084	91263084	LUSC-specific NDR	91262084
chr12	91290310	91292310	LUSC-specific NDR	91291310
chr12	91298675	91300675	LUSC-specific NDR	91299675
chr12	91512053	91514053	LUSC-specific NDR	91513053
chr12	91612869	91614869	LUSC-specific NDR	91613869
chr12	91800006	91802006	LUSC-specific NDR	91801006
chr12	91967510	91969510	LUSC-specific NDR	91968510
chr12	92020206	92022206	LUSC-specific NDR	92021206
chr12	92259558	92261558	LUSC-specific NDR	92260558
chr12	92498077	92500077	LUSC-specific NDR	92499077
chr12	92839068	92841068	LUSC-specific NDR	92840068
chr12	93076670	93078670	LUSC-specific NDR	93077670
chr12	93252567	93254567	LUSC-specific NDR	93253567
chr12	93305136	93307136	LUSC-specific NDR	93306136
chr12	94037845	94039845	LUSC-specific NDR	94038845
chr12	94082142	94084142	LUSC-specific NDR	94083142
chr12	94092240	94094240	LUSC-specific NDR	94093240
chr12	94376049	94378049	LUSC-specific NDR	94377049
chr12	94440843	94442843	LUSC-specific NDR	94441843
chr12	94782754	94784754	LUSC-specific NDR	94783754
chr12	95024869	95026869	LUSC-specific NDR	95025869
chr12	95296240	95298240	LUSC-specific NDR	95297240
chr12	95544788	95546788	LUSC-specific NDR	95545788
chr12	95789914	95791914	LUSC-specific NDR	95790914
chr12	96400737	96402737	LUSC-specific NDR	96401737
chr12	96466340	96468340	LUSC-specific NDR	96467340
chr12	96807531	96809531	LUSC-specific NDR	96808531
chr12	96809423	96811423	LUSC-specific NDR	96810423
chr12	96875071	96877071	LUSC-specific NDR	96876071
chr12	97282541	97284541	LUSC-specific NDR	97283541
chr12	98310728	98312728	LUSC-specific NDR	98311728
chr12	98575894	98577894	LUSC-specific NDR	98576894
chr12	98898022	98900022	LUSC-specific NDR	98899022
chr12	99028900	99030900	LUSC-specific NDR	99029900
chr12	99309037	99311037	LUSC-specific NDR	99310037
chr12	99325131	99327131	LUSC-specific NDR	99326131
chr12	99339160	99341160	LUSC-specific NDR	99340160
chr12	99856563	99858563	LUSC-specific NDR	99857563
chr12	101146833	101148833	LUSC-specific NDR	101147833
chr12	101286318	101288318	LUSC-specific NDR	101287318
chr12	101539305	101541305	LUSC-specific NDR	101540305
chr12	101927955	101929955	LUSC-specific NDR	101928955
chr12	102157463	102159463	LUSC-specific NDR	102158463
chr12	102158810	102160810	LUSC-specific NDR	102159810
chr12	102575539	102577539	LUSC-specific NDR	102576539
chr12	102642294	102644294	LUSC-specific NDR	102643294
chr12	102799155	102801155	LUSC-specific NDR	102800155
chr12	102966194	102968194	LUSC-specific NDR	102967194
chr12	103075966	103077966	LUSC-specific NDR	103076966
chr12	103642525	103644525	LUSC-specific NDR	103643525
chr12	104140979	104142979	LUSC-specific NDR	104141979
chr12	104298900	104300900	LUSC-specific NDR	104299900
chr12	104625898	104627898	LUSC-specific NDR	104626898
chr12	104656692	104658692	LUSC-specific NDR	104657692
chr12	104673757	104675757	LUSC-specific NDR	104674757
chr12	105471758	105473758	LUSC-specific NDR	105472758
chr12	105613835	105615835	LUSC-specific NDR	105614835
chr12	105666463	105668463	LUSC-specific NDR	105667463
chr12	106052692	106054692	LUSC-specific NDR	106053692
chr12	106363848	106365848	LUSC-specific NDR	106364848
chr12	106505531	106507531	LUSC-specific NDR	106506531
chr12	106669834	106671834	LUSC-specific NDR	106670834
chr12	106802911	106804911	LUSC-specific NDR	106803911
chr12	107287877	107289877	LUSC-specific NDR	107288877
chr12	107518765	107520765	LUSC-specific NDR	107519765
chr12	109116423	109118423	LUSC-specific NDR	109117423
chr12	109207812	109209812	LUSC-specific NDR	109208812
chr12	109235339	109237339	LUSC-specific NDR	109236339
chr12	109637155	109639155	LUSC-specific NDR	109638155
chr12	109872431	109874431	LUSC-specific NDR	109873431
chr12	109934675	109936675	LUSC-specific NDR	109935675
chr12	110107627	110109627	LUSC-specific NDR	110108627
chr12	110130523	110132523	LUSC-specific NDR	110131523
chr12	110166354	110168354	LUSC-specific NDR	110167354
chr12	110257963	110259963	LUSC-specific NDR	110258963
chr12	110275080	110277080	LUSC-specific NDR	110276080
chr12	110305638	110307638	LUSC-specific NDR	110306638
chr12	110740980	110742980	LUSC-specific NDR	110741980
chr12	110982205	110984205	LUSC-specific NDR	110983205
chr12	112413747	112415747	LUSC-specific NDR	112414747
chr12	113373972	113375972	LUSC-specific NDR	113374972
chr12	113455910	113457910	LUSC-specific NDR	113456910
chr12	113724887	113726887	LUSC-specific NDR	113725887
chr12	114273360	114275360	LUSC-specific NDR	114274360
chr12	114295843	114297843	LUSC-specific NDR	114296843
chr12	114312736	114314736	LUSC-specific NDR	114313736
chr12	114336817	114338817	LUSC-specific NDR	114337817
chr12	114392561	114394561	LUSC-specific NDR	114393561
chr12	115331014	115333014	LUSC-specific NDR	115332014
chr12	115583442	115585442	LUSC-specific NDR	115584442
chr12	115693442	115695442	LUSC-specific NDR	115694442
chr12	115722431	115724431	LUSC-specific NDR	115723431
chr12	115742111	115744111	LUSC-specific NDR	115743111
chr12	115759344	115761344	LUSC-specific NDR	115760344
chr12	115788537	115790537	LUSC-specific NDR	115789537
chr12	115820681	115822681	LUSC-specific NDR	115821681
chr12	116176030	116178030	LUSC-specific NDR	116177030
chr12	116309938	116311938	LUSC-specific NDR	116310938
chr12	116880635	116882635	LUSC-specific NDR	116881635
chr12	116954668	116956668	LUSC-specific NDR	116955668
chr12	117002900	117004900	LUSC-specific NDR	117003900
chr12	117149726	117151726	LUSC-specific NDR	117150726
chr12	117721127	117723127	LUSC-specific NDR	117722127
chr12	117765657	117767657	LUSC-specific NDR	117766657
chr12	117781752	117783752	LUSC-specific NDR	117782752
chr12	117787127	117789127	LUSC-specific NDR	117788127
chr12	118201940	118203940	LUSC-specific NDR	118202940
chr12	118454978	118456978	LUSC-specific NDR	118455978
chr12	120368376	120370376	LUSC-specific NDR	120369376
chr12	120411289	120413289	LUSC-specific NDR	120412289
chr12	120479270	120481270	LUSC-specific NDR	120480270
chr12	121362840	121364840	LUSC-specific NDR	121363840
chr12	121402608	121404608	LUSC-specific NDR	121403608
chr12	121621430	121623430	LUSC-specific NDR	121622430
chr12	121705322	121707322	LUSC-specific NDR	121706322
chr12	121797373	121799373	LUSC-specific NDR	121798373
chr12	122380975	122382975	LUSC-specific NDR	122381975
chr12	122386814	122388814	LUSC-specific NDR	122387814
chr12	122438453	122440453	LUSC-specific NDR	122439453
chr12	122933169	122935169	LUSC-specific NDR	122934169
chr12	122951745	122953745	LUSC-specific NDR	122952745
chr12	123186901	123188901	LUSC-specific NDR	123187901
chr12	123231412	123233412	LUSC-specific NDR	123232412
chr12	123515353	123517353	LUSC-specific NDR	123516353
chr12	123874471	123876471	LUSC-specific NDR	123875471
chr12	124145195	124147195	LUSC-specific NDR	124146195
chr12	127609691	127611691	LUSC-specific NDR	127610691
chr12	127820063	127822063	LUSC-specific NDR	127821063
chr12	128238169	128240169	LUSC-specific NDR	128239169
chr12	128269323	128271323	LUSC-specific NDR	128270323
chr12	128506120	128508120	LUSC-specific NDR	128507120
chr12	130620790	130622790	LUSC-specific NDR	130621790
chr12	131271696	131273696	LUSC-specific NDR	131272696
chr13	19682406	19684406	LUSC-specific NDR	19683406
chr13	19817478	19819478	LUSC-specific NDR	19818478
chr13	20598899	20600899	LUSC-specific NDR	20599899
chr13	20631797	20633797	LUSC-specific NDR	20632797
chr13	20847790	20849790	LUSC-specific NDR	20848790
chr13	20913954	20915954	LUSC-specific NDR	20914954
chr13	20928186	20930186	LUSC-specific NDR	20929186
chr13	20952014	20954014	LUSC-specific NDR	20953014
chr13	20956422	20958422	LUSC-specific NDR	20957422
chr13	20979034	20981034	LUSC-specific NDR	20980034
chr13	22085209	22087209	LUSC-specific NDR	22086209
chr13	24485795	24487795	LUSC-specific NDR	24486795
chr13	25204085	25206085	LUSC-specific NDR	25205085
chr13	25424892	25426892	LUSC-specific NDR	25425892
chr13	25814329	25816329	LUSC-specific NDR	25815329
chr13	26410293	26412293	LUSC-specific NDR	26411293
chr13	26798718	26800718	LUSC-specific NDR	26799718
chr13	27699128	27701128	LUSC-specific NDR	27700128
chr13	27712954	27714954	LUSC-specific NDR	27713954
chr13	27908009	27910009	LUSC-specific NDR	27909009
chr13	28207568	28209568	LUSC-specific NDR	28208568
chr13	28882873	28884873	LUSC-specific NDR	28883873
chr13	30832997	30834997	LUSC-specific NDR	30833997
chr13	31495849	31497849	LUSC-specific NDR	31496849
chr13	31688937	31690937	LUSC-specific NDR	31689937
chr13	32752305	32754305	LUSC-specific NDR	32753305
chr13	32904317	32906317	LUSC-specific NDR	32905317
chr13	33006150	33008150	LUSC-specific NDR	33007150
chr13	34514273	34516273	LUSC-specific NDR	34515273
chr13	34876546	34878546	LUSC-specific NDR	34877546
chr13	35823080	35825080	LUSC-specific NDR	35824080
chr13	36301241	36303241	LUSC-specific NDR	36302241
chr13	36324662	36326662	LUSC-specific NDR	36325662
chr13	38314569	38316569	LUSC-specific NDR	38315569
chr13	38320577	38322577	LUSC-specific NDR	38321577
chr13	38400962	38402962	LUSC-specific NDR	38401962
chr13	38638983	38640983	LUSC-specific NDR	38639983
chr13	39316804	39318804	LUSC-specific NDR	39317804
chr13	40285949	40287949	LUSC-specific NDR	40286949
chr13	40342283	40344283	LUSC-specific NDR	40343283
chr13	40549780	40551780	LUSC-specific NDR	40550780
chr13	40745540	40747540	LUSC-specific NDR	40746540
chr13	40906587	40908587	LUSC-specific NDR	40907587
chr13	40964005	40966005	LUSC-specific NDR	40965005
chr13	42113525	42115525	LUSC-specific NDR	42114525
chr13	42482855	42484855	LUSC-specific NDR	42483855
chr13	42536345	42538345	LUSC-specific NDR	42537345
chr13	42547837	42549837	LUSC-specific NDR	42548837
chr13	42599915	42601915	LUSC-specific NDR	42600915
chr13	43269430	43271430	LUSC-specific NDR	43270430
chr13	44469172	44471172	LUSC-specific NDR	44470172
chr13	44491969	44493969	LUSC-specific NDR	44492969
chr13	45318520	45320520	LUSC-specific NDR	45319520
chr13	47683543	47685543	LUSC-specific NDR	47684543
chr13	47685508	47687508	LUSC-specific NDR	47686508
chr13	48063703	48065703	LUSC-specific NDR	48064703
chr13	49081387	49083387	LUSC-specific NDR	49082387
chr13	49223410	49225410	LUSC-specific NDR	49224410
chr13	49282483	49284483	LUSC-specific NDR	49283483
chr13	49592283	49594283	LUSC-specific NDR	49593283
chr13	50262005	50264005	LUSC-specific NDR	50263005
chr13	50969399	50971399	LUSC-specific NDR	50970399
chr13	51173834	51175834	LUSC-specific NDR	51174834
chr13	51475048	51477048	LUSC-specific NDR	51476048
chr13	52098803	52100803	LUSC-specific NDR	52099803
chr13	52130048	52132048	LUSC-specific NDR	52131048
chr13	52131277	52133277	LUSC-specific NDR	52132277
chr13	52247618	52249618	LUSC-specific NDR	52248618
chr13	52288237	52290237	LUSC-specific NDR	52289237
chr13	52988250	52990250	LUSC-specific NDR	52989250
chr13	53020745	53022745	LUSC-specific NDR	53021745
chr13	55433149	55435149	LUSC-specific NDR	55434149
chr13	55470183	55472183	LUSC-specific NDR	55471183
chr13	55507493	55509493	LUSC-specific NDR	55508493
chr13	55527174	55529174	LUSC-specific NDR	55528174
chr13	56684042	56686042	LUSC-specific NDR	56685042
chr13	57292469	57294469	LUSC-specific NDR	57293469
chr13	57294163	57296163	LUSC-specific NDR	57295163
chr13	57310309	57312309	LUSC-specific NDR	57311309
chr13	57497756	57499756	LUSC-specific NDR	57498756
chr13	60621233	60623233	LUSC-specific NDR	60622233
chr13	61441168	61443168	LUSC-specific NDR	61442168
chr13	61518239	61520239	LUSC-specific NDR	61519239
chr13	66609553	66611553	LUSC-specific NDR	66610553
chr13	67208827	67210827	LUSC-specific NDR	67209827
chr13	67347398	67349398	LUSC-specific NDR	67348398
chr13	68085860	68087860	LUSC-specific NDR	68086860
chr13	68258951	68260951	LUSC-specific NDR	68259951
chr13	70660561	70662561	LUSC-specific NDR	70661561
chr13	73570776	73572776	LUSC-specific NDR	73571776
chr13	73575247	73577247	LUSC-specific NDR	73576247
chr13	73639346	73641346	LUSC-specific NDR	73640346
chr13	73712399	73714399	LUSC-specific NDR	73713399
chr13	73714862	73716862	LUSC-specific NDR	73715862
chr13	73740406	73742406	LUSC-specific NDR	73741406
chr13	73742457	73744457	LUSC-specific NDR	73743457
chr13	73796813	73798813	LUSC-specific NDR	73797813
chr13	73835243	73837243	LUSC-specific NDR	73836243
chr13	73860256	73862256	LUSC-specific NDR	73861256
chr13	73912398	73914398	LUSC-specific NDR	73913398
chr13	73959096	73961096	LUSC-specific NDR	73960096
chr13	73967353	73969353	LUSC-specific NDR	73968353
chr13	73976661	73978661	LUSC-specific NDR	73977661
chr13	74038897	74040897	LUSC-specific NDR	74039897
chr13	74070726	74072726	LUSC-specific NDR	74071726
